aar;fylke_nr_navn;kommune_nr_navn;stoenadsomraade_gruppe;kapittel;stoenadsomraade;utbetalt_mill_kr;oppdatert_dato
2014;09 Aust-Agder;0901 Risør;Pensjoner;0660;Krigspensjon;3,66;24102018
2014;09 Aust-Agder;0901 Risør;Pensjoner;0667;Supplerende stønad;0,88;24102018
2014;09 Aust-Agder;0901 Risør;Pensjoner;2670;Alderspensjon;293,89;24102018
2014;09 Aust-Agder;0901 Risør;Pensjoner;2680;Ytelser til gjenlevende;5,27;24102018
2014;09 Aust-Agder;0901 Risør;Øvrig;2661;Grunn- og hjelpestønad;5,39;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;0634;Tiltakspenger;4,80;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2541;Dagpenger;55,38;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;23,00;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2650;Sykepenger;159,34;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;165,77;24102018
2014;09 Aust-Agder;0904 Grimstad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;323,74;24102018
2014;09 Aust-Agder;0904 Grimstad;Barn og foreldre;0844;Kontantstøtte;5,28;24102018
2014;09 Aust-Agder;0904 Grimstad;Barn og foreldre;0845;Barnetrygd;67,90;24102018
2014;09 Aust-Agder;0904 Grimstad;Barn og foreldre;2530;Foreldrepenger;69,42;24102018
2014;09 Aust-Agder;0904 Grimstad;Pensjoner;0660;Krigspensjon;2,27;24102018
2014;09 Aust-Agder;0904 Grimstad;Pensjoner;0667;Supplerende stønad;1,30;24102018
2014;09 Aust-Agder;0904 Grimstad;Pensjoner;2670;Alderspensjon;693,14;24102018
2014;09 Aust-Agder;0904 Grimstad;Pensjoner;2680;Ytelser til gjenlevende;10,65;24102018
2014;09 Aust-Agder;0904 Grimstad;Øvrig;2661;Grunn- og hjelpestønad;17,62;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;0634;Tiltakspenger;12,06;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2541;Dagpenger;127,90;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;46,80;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2650;Sykepenger;351,83;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;396,72;24102018
2014;09 Aust-Agder;0906 Arendal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;728,51;24102018
2014;09 Aust-Agder;0906 Arendal;Barn og foreldre;0844;Kontantstøtte;10,64;24102018
2014;09 Aust-Agder;0906 Arendal;Barn og foreldre;0845;Barnetrygd;129,13;24102018
2014;09 Aust-Agder;0906 Arendal;Barn og foreldre;2530;Foreldrepenger;132,83;24102018
2014;09 Aust-Agder;0906 Arendal;Pensjoner;0660;Krigspensjon;6,24;24102018
2014;09 Aust-Agder;0906 Arendal;Pensjoner;0667;Supplerende stønad;3,41;24102018
2014;09 Aust-Agder;0906 Arendal;Pensjoner;2670;Alderspensjon;1554,36;24102018
2014;09 Aust-Agder;0906 Arendal;Pensjoner;2680;Ytelser til gjenlevende;21,21;24102018
2014;09 Aust-Agder;0906 Arendal;Øvrig;2661;Grunn- og hjelpestønad;36,39;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;0634;Tiltakspenger;1,00;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2541;Dagpenger;5,51;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;2,44;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2650;Sykepenger;19,60;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;22,22;24102018
2014;09 Aust-Agder;0911 Gjerstad;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;54,82;24102018
2014;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;0844;Kontantstøtte;0,73;24102018
2014;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;0845;Barnetrygd;6,78;24102018
2014;09 Aust-Agder;0911 Gjerstad;Barn og foreldre;2530;Foreldrepenger;5,80;24102018
2014;09 Aust-Agder;0911 Gjerstad;Pensjoner;0667;Supplerende stønad;0,16;24102018
2014;09 Aust-Agder;0911 Gjerstad;Pensjoner;2670;Alderspensjon;90,48;24102018
2014;09 Aust-Agder;0911 Gjerstad;Pensjoner;2680;Ytelser til gjenlevende;2,33;24102018
2014;09 Aust-Agder;0911 Gjerstad;Øvrig;2661;Grunn- og hjelpestønad;2,40;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;0634;Tiltakspenger;0,57;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2541;Dagpenger;5,66;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;1,53;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2650;Sykepenger;17,25;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;15,96;24102018
2014;09 Aust-Agder;0912 Vegårshei;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;30,90;24102018
2014;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;0844;Kontantstøtte;0,57;24102018
2014;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;0845;Barnetrygd;6,22;24102018
2014;09 Aust-Agder;0912 Vegårshei;Barn og foreldre;2530;Foreldrepenger;4,90;24102018
2014;09 Aust-Agder;0912 Vegårshei;Pensjoner;0667;Supplerende stønad;0,26;24102018
2014;09 Aust-Agder;0912 Vegårshei;Pensjoner;2670;Alderspensjon;65,82;24102018
2014;09 Aust-Agder;0912 Vegårshei;Pensjoner;2680;Ytelser til gjenlevende;0,57;24102018
2014;09 Aust-Agder;0912 Vegårshei;Øvrig;2661;Grunn- og hjelpestønad;1,69;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;0634;Tiltakspenger;1,79;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2541;Dagpenger;14,39;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;4,82;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2650;Sykepenger;44,87;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;57,45;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;109,65;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;0844;Kontantstøtte;1,16;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;0845;Barnetrygd;16,91;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Barn og foreldre;2530;Foreldrepenger;13,51;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Pensjoner;0660;Krigspensjon;1,63;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Pensjoner;0667;Supplerende stønad;0,84;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Pensjoner;2670;Alderspensjon;246,35;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Pensjoner;2680;Ytelser til gjenlevende;3,50;24102018
2014;09 Aust-Agder;0914 Tvedestrand;Øvrig;2661;Grunn- og hjelpestønad;5,36;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;0634;Tiltakspenger;1,15;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2541;Dagpenger;15,64;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;5,33;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2650;Sykepenger;55,07;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;50,97;24102018
2014;09 Aust-Agder;0919 Froland;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;96,13;24102018
2014;09 Aust-Agder;0919 Froland;Barn og foreldre;0844;Kontantstøtte;1,80;24102018
2014;09 Aust-Agder;0919 Froland;Barn og foreldre;0845;Barnetrygd;17,98;24102018
2014;09 Aust-Agder;0919 Froland;Barn og foreldre;2530;Foreldrepenger;18,60;24102018
2014;09 Aust-Agder;0919 Froland;Pensjoner;0660;Krigspensjon;0,20;24102018
2014;09 Aust-Agder;0919 Froland;Pensjoner;2670;Alderspensjon;154,18;24102018
2014;09 Aust-Agder;0919 Froland;Pensjoner;2680;Ytelser til gjenlevende;3,57;24102018
2014;09 Aust-Agder;0919 Froland;Øvrig;2661;Grunn- og hjelpestønad;4,70;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;0634;Tiltakspenger;1,95;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2541;Dagpenger;17,15;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;6,44;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2650;Sykepenger;71,99;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;84,76;24102018
2014;09 Aust-Agder;0926 Lillesand;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;150,40;24102018
2014;09 Aust-Agder;0926 Lillesand;Barn og foreldre;0844;Kontantstøtte;3,25;24102018
2014;09 Aust-Agder;0926 Lillesand;Barn og foreldre;0845;Barnetrygd;30,97;24102018
2014;09 Aust-Agder;0926 Lillesand;Barn og foreldre;2530;Foreldrepenger;35,95;24102018
2014;09 Aust-Agder;0926 Lillesand;Pensjoner;0660;Krigspensjon;1,21;24102018
2014;09 Aust-Agder;0926 Lillesand;Pensjoner;0667;Supplerende stønad;0,12;24102018
2014;09 Aust-Agder;0926 Lillesand;Pensjoner;2670;Alderspensjon;362,46;24102018
2014;09 Aust-Agder;0926 Lillesand;Pensjoner;2680;Ytelser til gjenlevende;6,24;24102018
2014;09 Aust-Agder;0926 Lillesand;Øvrig;2661;Grunn- og hjelpestønad;8,85;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;0634;Tiltakspenger;1,03;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2541;Dagpenger;10,74;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;3,52;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2650;Sykepenger;35,97;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;23,72;24102018
2014;09 Aust-Agder;0928 Birkenes;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;78,00;24102018
2014;09 Aust-Agder;0928 Birkenes;Barn og foreldre;0844;Kontantstøtte;1,88;24102018
2014;09 Aust-Agder;0928 Birkenes;Barn og foreldre;0845;Barnetrygd;16,61;24102018
2014;09 Aust-Agder;0928 Birkenes;Barn og foreldre;2530;Foreldrepenger;18,16;24102018
2014;09 Aust-Agder;0928 Birkenes;Pensjoner;0660;Krigspensjon;0,31;24102018
2014;09 Aust-Agder;0928 Birkenes;Pensjoner;0667;Supplerende stønad;0,35;24102018
2014;09 Aust-Agder;0928 Birkenes;Pensjoner;2670;Alderspensjon;154,19;24102018
2014;09 Aust-Agder;0928 Birkenes;Pensjoner;2680;Ytelser til gjenlevende;3,22;24102018
2014;09 Aust-Agder;0928 Birkenes;Øvrig;2661;Grunn- og hjelpestønad;3,83;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;0634;Tiltakspenger;0,31;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;2541;Dagpenger;2,49;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,88;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;2650;Sykepenger;12,62;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;14,62;24102018
2014;09 Aust-Agder;0929 Åmli;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;42,85;24102018
2014;09 Aust-Agder;0929 Åmli;Barn og foreldre;0844;Kontantstøtte;0,46;24102018
2014;09 Aust-Agder;0929 Åmli;Barn og foreldre;0845;Barnetrygd;5,09;24102018
2014;09 Aust-Agder;0929 Åmli;Barn og foreldre;2530;Foreldrepenger;4,27;24102018
2014;09 Aust-Agder;0929 Åmli;Pensjoner;2670;Alderspensjon;69,94;24102018
2014;09 Aust-Agder;0929 Åmli;Pensjoner;2680;Ytelser til gjenlevende;1,39;24102018
2014;09 Aust-Agder;0929 Åmli;Øvrig;2661;Grunn- og hjelpestønad;1,42;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;0634;Tiltakspenger;0,37;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;2541;Dagpenger;1,92;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,89;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;2650;Sykepenger;12,01;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;10,24;24102018
2014;09 Aust-Agder;0935 Iveland;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;31,51;24102018
2014;09 Aust-Agder;0935 Iveland;Barn og foreldre;0844;Kontantstøtte;0,44;24102018
2014;09 Aust-Agder;0935 Iveland;Barn og foreldre;0845;Barnetrygd;4,14;24102018
2014;09 Aust-Agder;0935 Iveland;Barn og foreldre;2530;Foreldrepenger;4,95;24102018
2014;09 Aust-Agder;0935 Iveland;Pensjoner;0660;Krigspensjon;0,10;24102018
2014;09 Aust-Agder;0935 Iveland;Pensjoner;2670;Alderspensjon;35,18;24102018
2014;09 Aust-Agder;0935 Iveland;Pensjoner;2680;Ytelser til gjenlevende;0,64;24102018
2014;09 Aust-Agder;0935 Iveland;Øvrig;2661;Grunn- og hjelpestønad;0,82;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;0634;Tiltakspenger;0,90;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;2541;Dagpenger;8,69;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;3,44;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;2650;Sykepenger;21,84;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;22,21;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;53,61;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Barn og foreldre;0844;Kontantstøtte;1,50;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Barn og foreldre;0845;Barnetrygd;10,97;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Barn og foreldre;2530;Foreldrepenger;9,88;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Pensjoner;0660;Krigspensjon;0,52;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Pensjoner;0667;Supplerende stønad;0,24;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Pensjoner;2670;Alderspensjon;134,54;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Pensjoner;2680;Ytelser til gjenlevende;2,24;24102018
2014;09 Aust-Agder;0937 Evje og Hornnes;Øvrig;2661;Grunn- og hjelpestønad;2,22;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;0634;Tiltakspenger;0,09;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;2541;Dagpenger;3,14;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,40;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;2650;Sykepenger;9,54;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;11,79;24102018
2014;09 Aust-Agder;0938 Bygland;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;27,95;24102018
2014;09 Aust-Agder;0938 Bygland;Barn og foreldre;0844;Kontantstøtte;0,18;24102018
2014;09 Aust-Agder;0938 Bygland;Barn og foreldre;0845;Barnetrygd;2,96;24102018
2014;09 Aust-Agder;0938 Bygland;Barn og foreldre;2530;Foreldrepenger;2,64;24102018
2014;09 Aust-Agder;0938 Bygland;Pensjoner;0660;Krigspensjon;0,17;24102018
2014;09 Aust-Agder;0938 Bygland;Pensjoner;0667;Supplerende stønad;0,13;24102018
2014;09 Aust-Agder;0938 Bygland;Pensjoner;2670;Alderspensjon;50,57;24102018
2014;09 Aust-Agder;0938 Bygland;Pensjoner;2680;Ytelser til gjenlevende;0,89;24102018
2014;09 Aust-Agder;0938 Bygland;Øvrig;2661;Grunn- og hjelpestønad;1,16;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;0634;Tiltakspenger;0,54;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;2541;Dagpenger;1,54;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,08;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;2650;Sykepenger;10,71;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;6,00;24102018
2014;09 Aust-Agder;0940 Valle;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;21,10;24102018
2014;09 Aust-Agder;0940 Valle;Barn og foreldre;0844;Kontantstøtte;0,12;24102018
2014;09 Aust-Agder;0940 Valle;Barn og foreldre;0845;Barnetrygd;3,16;24102018
2014;09 Aust-Agder;0940 Valle;Barn og foreldre;2530;Foreldrepenger;1,84;24102018
2014;09 Aust-Agder;0940 Valle;Pensjoner;0667;Supplerende stønad;0,13;24102018
2014;09 Aust-Agder;0940 Valle;Pensjoner;2670;Alderspensjon;48,40;24102018
2014;09 Aust-Agder;0940 Valle;Pensjoner;2680;Ytelser til gjenlevende;0,64;24102018
2014;09 Aust-Agder;0940 Valle;Øvrig;2661;Grunn- og hjelpestønad;0,71;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;0634;Tiltakspenger;0,05;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;2541;Dagpenger;2,01;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;0,35;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;2650;Sykepenger;5,22;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;2,05;24102018
2014;09 Aust-Agder;0941 Bykle;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;7,89;24102018
2014;09 Aust-Agder;0941 Bykle;Barn og foreldre;0844;Kontantstøtte;0,08;24102018
2014;09 Aust-Agder;0941 Bykle;Barn og foreldre;0845;Barnetrygd;2,70;24102018
2014;09 Aust-Agder;0941 Bykle;Barn og foreldre;2530;Foreldrepenger;2,20;24102018
2014;09 Aust-Agder;0941 Bykle;Pensjoner;0667;Supplerende stønad;0,17;24102018
2014;09 Aust-Agder;0941 Bykle;Pensjoner;2670;Alderspensjon;24,65;24102018
2014;09 Aust-Agder;0941 Bykle;Pensjoner;2680;Ytelser til gjenlevende;0,41;24102018
2014;09 Aust-Agder;0941 Bykle;Øvrig;2661;Grunn- og hjelpestønad;0,43;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;0634;Tiltakspenger;17,43;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;2541;Dagpenger;205,92;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;80,91;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;2650;Sykepenger;636,21;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;637,78;24102018
2014;10 Vest-Agder;1001 Kristiansand;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;1064,88;24102018
2014;10 Vest-Agder;1001 Kristiansand;Barn og foreldre;0844;Kontantstøtte;27,38;24102018
2014;10 Vest-Agder;1001 Kristiansand;Barn og foreldre;0845;Barnetrygd;257,71;24102018
2014;10 Vest-Agder;1001 Kristiansand;Barn og foreldre;2530;Foreldrepenger;308,84;24102018
2014;10 Vest-Agder;1001 Kristiansand;Pensjoner;0660;Krigspensjon;7,19;24102018
2014;10 Vest-Agder;1001 Kristiansand;Pensjoner;0667;Supplerende stønad;13,81;24102018
2014;10 Vest-Agder;1001 Kristiansand;Pensjoner;2670;Alderspensjon;2694,60;24102018
2014;10 Vest-Agder;1001 Kristiansand;Pensjoner;2680;Ytelser til gjenlevende;34,67;24102018
2014;10 Vest-Agder;1001 Kristiansand;Øvrig;2661;Grunn- og hjelpestønad;60,13;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;0634;Tiltakspenger;4,86;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;2541;Dagpenger;25,96;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;14,38;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;2650;Sykepenger;111,89;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;106,60;24102018
2014;10 Vest-Agder;1002 Mandal;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;305,82;24102018
2014;10 Vest-Agder;1002 Mandal;Barn og foreldre;0844;Kontantstøtte;5,00;24102018
2014;10 Vest-Agder;1002 Mandal;Barn og foreldre;0845;Barnetrygd;47,59;24102018
2014;10 Vest-Agder;1002 Mandal;Barn og foreldre;2530;Foreldrepenger;46,26;24102018
2014;10 Vest-Agder;1002 Mandal;Pensjoner;0660;Krigspensjon;2,39;24102018
2014;10 Vest-Agder;1002 Mandal;Pensjoner;0667;Supplerende stønad;0,56;24102018
2014;10 Vest-Agder;1002 Mandal;Pensjoner;2670;Alderspensjon;523,87;24102018
2014;10 Vest-Agder;1002 Mandal;Pensjoner;2680;Ytelser til gjenlevende;6,85;24102018
2014;10 Vest-Agder;1002 Mandal;Øvrig;2661;Grunn- og hjelpestønad;16,02;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;0634;Tiltakspenger;1,14;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;2541;Dagpenger;11,70;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;7,46;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;2650;Sykepenger;66,41;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;53,28;24102018
2014;10 Vest-Agder;1003 Farsund;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;132,73;24102018
2014;10 Vest-Agder;1003 Farsund;Barn og foreldre;0844;Kontantstøtte;2,36;24102018
2014;10 Vest-Agder;1003 Farsund;Barn og foreldre;0845;Barnetrygd;28,11;24102018
2014;10 Vest-Agder;1003 Farsund;Barn og foreldre;2530;Foreldrepenger;29,04;24102018
2014;10 Vest-Agder;1003 Farsund;Pensjoner;0660;Krigspensjon;3,27;24102018
2014;10 Vest-Agder;1003 Farsund;Pensjoner;0667;Supplerende stønad;0,91;24102018
2014;10 Vest-Agder;1003 Farsund;Pensjoner;2670;Alderspensjon;381,68;24102018
2014;10 Vest-Agder;1003 Farsund;Pensjoner;2680;Ytelser til gjenlevende;4,11;24102018
2014;10 Vest-Agder;1003 Farsund;Øvrig;2661;Grunn- og hjelpestønad;8,31;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;0634;Tiltakspenger;1,16;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;2541;Dagpenger;15,63;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;5,13;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;2650;Sykepenger;65,36;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;46,27;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;151,48;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Barn og foreldre;0844;Kontantstøtte;3,23;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Barn og foreldre;0845;Barnetrygd;25,58;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Barn og foreldre;2530;Foreldrepenger;25,33;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Pensjoner;0660;Krigspensjon;0,65;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Pensjoner;0667;Supplerende stønad;1,22;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Pensjoner;2670;Alderspensjon;366,67;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Pensjoner;2680;Ytelser til gjenlevende;4,56;24102018
2014;10 Vest-Agder;1004 Flekkefjord;Øvrig;2661;Grunn- og hjelpestønad;5,83;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;0634;Tiltakspenger;3,79;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;2541;Dagpenger;31,08;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;2620;Stønad til enslig mor eller far;15,75;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;2650;Sykepenger;106,14;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;2651;Arbeidsavklaringspenger;113,65;24102018
2014;10 Vest-Agder;1014 Vennesla;Arbeidsliv og sykdom;2655;Uføretrygd og yrkesskade;246,34;24102018
2014;10 Vest-Agder;1014 Vennesla;Barn og foreldre;0844;Kontantstøtte;6,01;24102018
2014;10 Vest-Agder;1014 Vennesla;Barn og foreldre;0845;Barnetrygd;45,29;24102018
2014;10 Vest-Agder;1014 Vennesla;Barn og foreldre;2530;Foreldrepenger;52,10;24102018
